ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0071704	organic substance metabolic process	1093	15	PBANKA_0403000,PBANKA_0405400,PBANKA_0511900,PBANKA_0603200,PBANKA_0922100,PBANKA_0923400,PBANKA_1013100,PBANKA_1120700,PBANKA_1125600,PBANKA_1215600,PBANKA_1216500,PBANKA_1229200,PBANKA_1355100,PBANKA_1406800,PBANKA_1456100,	1.4	1.92	4.75	0.00113595010085	0.00916874009975	0.128362361396
GO:0008152	metabolic process	1212	15	PBANKA_0403000,PBANKA_0405400,PBANKA_0511900,PBANKA_0603200,PBANKA_0922100,PBANKA_0923400,PBANKA_1013100,PBANKA_1120700,PBANKA_1125600,PBANKA_1215600,PBANKA_1216500,PBANKA_1229200,PBANKA_1355100,PBANKA_1406800,PBANKA_1456100,	1.2	1.74	3.98	0.00392943692229	0.029601758148	0.444026372219
GO:0009987	cellular process	1261	15	PBANKA_0403000,PBANKA_0405400,PBANKA_0511900,PBANKA_0603200,PBANKA_0922100,PBANKA_0923400,PBANKA_1013100,PBANKA_1120700,PBANKA_1125600,PBANKA_1215600,PBANKA_1216500,PBANKA_1229200,PBANKA_1355100,PBANKA_1406800,PBANKA_1456100,	1.2	1.67	3.7	0.00622993929292	0.0298515348445	0.7039831401
GO:0045905	positive regulation of translational termination	1	1	PBANKA_0603200,	100.0	140.2	inf	0.00713266761771	0.0298515348445	0.805991440802
GO:0043243	positive regulation of protein complex disassembly	1	1	PBANKA_0603200,	100.0	140.2	inf	0.00713266761771	0.0298515348445	0.805991440802
GO:0051247	positive regulation of protein metabolic process	1	1	PBANKA_0603200,	100.0	140.2	inf	0.00713266761771	0.0298515348445	0.805991440802
GO:0045901	positive regulation of translational elongation	1	1	PBANKA_0603200,	100.0	140.2	inf	0.00713266761771	0.0298515348445	0.805991440802
GO:0006452	translational frameshifting	1	1	PBANKA_0603200,	100.0	140.2	inf	0.00713266761771	0.0298515348445	0.805991440802
GO:0006458	'de novo' protein folding	1	1	PBANKA_1120700,	100.0	140.2	inf	0.00713266761771	0.0298515348445	0.805991440802
GO:0006448	regulation of translational elongation	1	1	PBANKA_0603200,	100.0	140.2	inf	0.00713266761771	0.0298515348445	0.805991440802
GO:0045727	positive regulation of translation	1	1	PBANKA_0603200,	100.0	140.2	inf	0.00713266761771	0.0298515348445	0.805991440802
GO:0051083	'de novo' cotranslational protein folding	1	1	PBANKA_1120700,	100.0	140.2	inf	0.00713266761771	0.0298515348445	0.805991440802
GO:0032270	positive regulation of cellular protein metabolic process	1	1	PBANKA_0603200,	100.0	140.2	inf	0.00713266761771	0.0298515348445	0.805991440802
GO:0006449	regulation of translational termination	1	1	PBANKA_0603200,	100.0	140.2	inf	0.00713266761771	0.0298515348445	0.805991440802
GO:0018193	peptidyl-amino acid modification	25	2	PBANKA_0603200,PBANKA_1216500,	8.0	11.22	13.34	0.0131451194889	0.0486824093204	1.0
GO:0031325	positive regulation of cellular metabolic process	2	1	PBANKA_0603200,	50.0	70.1	146.47	0.0142169867927	0.0486824093204	1.0
GO:0010557	positive regulation of macromolecule biosynthetic process	2	1	PBANKA_0603200,	50.0	70.1	146.47	0.0142169867927	0.0486824093204	1.0
GO:0031328	positive regulation of cellular biosynthetic process	2	1	PBANKA_0603200,	50.0	70.1	146.47	0.0142169867927	0.0486824093204	1.0
GO:0008612	peptidyl-lysine modification to peptidyl-hypusine	2	1	PBANKA_0603200,	50.0	70.1	146.47	0.0142169867927	0.0486824093204	1.0
GO:0009891	positive regulation of biosynthetic process	2	1	PBANKA_0603200,	50.0	70.1	146.47	0.0142169867927	0.0486824093204	1.0
GO:1902593	single-organism nuclear import	3	1	PBANKA_1030300,	33.3	46.73	73.21	0.0212532681147	0.0585760804136	1.0
GO:0051170	nuclear import	3	1	PBANKA_1030300,	33.3	46.73	73.21	0.0212532681147	0.0585760804136	1.0
GO:0009893	positive regulation of metabolic process	3	1	PBANKA_0603200,	33.3	46.73	73.21	0.0212532681147	0.0585760804136	1.0
GO:0043244	regulation of protein complex disassembly	3	1	PBANKA_0603200,	33.3	46.73	73.21	0.0212532681147	0.0585760804136	1.0
GO:0044744	protein targeting to nucleus	3	1	PBANKA_1030300,	33.3	46.73	73.21	0.0212532681147	0.0585760804136	1.0
GO:0006606	protein import into nucleus	3	1	PBANKA_1030300,	33.3	46.73	73.21	0.0212532681147	0.0585760804136	1.0
GO:0010604	positive regulation of macromolecule metabolic process	3	1	PBANKA_0603200,	33.3	46.73	73.21	0.0212532681147	0.0585760804136	1.0
GO:0034504	protein localization to nucleus	3	1	PBANKA_1030300,	33.3	46.73	73.21	0.0212532681147	0.0585760804136	1.0
GO:0051130	positive regulation of cellular component organization	5	1	PBANKA_0603200,	20.0	28.04	36.58	0.0351829501432	0.094658889671	1.0
GO:0018205	peptidyl-lysine modification	6	1	PBANKA_0603200,	16.7	23.37	29.25	0.0420769626469	0.1105743437	1.0
